ep_num,episode_japan_title,episode_english_title,air_date,arc,rating,votes,type,ep_duration,directors,writers,synopsis
949,We're Here to Win! Luffy's Desperate Scream!,We're Here To Win! Luffy's Desperate Scream!,"Nov 8, 2020",Wano Country Arc Part 2,9,2300,Manga Canon,NA,NA,NA,"Luffy and his group continue to rebel against the prison guards, however, the prisoners attempt to stop them after the plague spreads rapidly. Luffy takes drastic action in an attempt to win... Read all"
950,Warriors' Dream! Luffy's Conquer of Udon!,Warriors' Dream! Luffy's Conquer of Udon!,"Nov 15, 2020",Wano Country Arc Part 2,8.9,2300,Manga Canon,NA,NA,NA,"After Udon is conquered, Chopper tends to Luffy and works to develop a cure for his condition. Luffy asks Kid to join the fight against Kaido, but Kid rejects his offer and leaves Udon with ... Read all"
951,Orochi's Pursuers! Ninja Army Corps vs. Zoro,Orochi's Hunting Party! The Ninja Group vs. Zoro!,"Nov 22, 2020",Wano Country Arc Part 2,8.2,1500,Manga Canon,NA,NA,NA,Zoro is continuously pursued by Orochi's ninjas. Law strikes a deal with Basil Hawkins in regards to the freedom of The Heart Pirates.
952,Tension Rises in Onigashima! Two Emperors of the Sea Meet?!,Tension Rises in Onigashima! Two Emperors of the Sea Meet?!,"Nov 29, 2020",Wano Country Arc Part 2,8.6,1700,Manga Canon,NA,NA,NA,"Kanjuro, Nami, and Franky travel across Wano. Brook, Ussop, and Robin also travel Wano using a dock. Ashura reveals ships that he has that will be used for the assault on Onigashima. Zoro ba... Read all"
953,Hiyori's Confession! Reunion on Oihagi Bridge,Hiyori's Confession! A Reunion at Bandit's Bridge!,"Dec 6, 2020",Wano Country Arc Part 2,8.6,1800,Manga Canon,NA,Ryosuke Tanaka,Tomohiro Nakayama,"Big Mom and Kadio come to blows leaving Kadio's subordinate nervous. Reunions take place as Hyogoro and the yakuza bosses from the past get reacquainted while across Wano, Hiyori and Kawamat... Read all"
954,Its Name is Enma! Oden's Meito!,Its Name Is Enma! Oden’s Great Swords!,"Dec 13, 2020",Wano Country Arc Part 2,8.4,1700,Manga Canon,NA,Kôhei Kureta,Tomohiro Nakayama,"Kawamatsu tells Hiyori how he and a fox named Onimaru defended and collected weapons belonging to the dead. Hiyori offers Zoro Enma, the legendary sword said to have cut Kadio."
955,"""A New Alliance?! Kaido's Army Gathers""",A New Alliance?! Kaido's Army Gathers!,"Dec 20, 2020",Wano Country Arc Part 2,8.1,1600,Manga Canon,NA,Tasuku Shimaya,"Eiichirô Oda, Shôji Yonemura","Zoro agrees to return Shusui in exchange for Enma, Law subdues Hawkins and escapes. At Onigashima, Kaidou and Big Mom decide to put aside their feud and form an alliance to conquer the world... Read all"
956,Ticking Down to the Great Battle! The Straw Hats Go into Combat Mode!,Ticking Down to the Great Battle! The Straw Hats Go Into Combat Mode!,"Dec 27, 2020",Wano Country Arc Part 2,9,2700,Manga Canon,NA,Nanami Michibata,Akiko Inoue,Zoro receives Enma and sees its destructive power. Luffy continues training his Busoshoku Haki.
957,Big News! The Warlords Attack Incident,Big News! An Incident That Will Affect the Seven Warlords!,"Jan 10, 2021",Wano Country Arc Part 2,9.5,10000,Manga Canon,24m,Megumi Ishitani,"Shinzô Fujita, Eiichirô Oda",News concerning Sabo spread throughout the world. Drake and Koby conduct a private conversation.
958,"""The Legendary Battle! Garp and Roger""",A Legendary Battle! Garp and Roger!,"Jan 17, 2021",Wano Country Arc Part 2,9.5,7400,Manga Canon,24m,Hikaru Takeuchi,"Eiichirô Oda, Jin Tanaka",The navy begins a meeting where Sengoku informs them about the alliance between Big Mom and Kaido. Sengoku talks about the legendary Rocks pirates and he reveals the bounties of all of the Y... Read all
959,"""The Promised Port - Opening of Third Act of Wano Country!""",The Rendezvous Port! The Land of Wano Act Three Begins!,"Jan 24, 2021",Wano Country Arc Part 2,8.9,4300,Manga Canon,24m,Yûsuke Suzuki,"Tomohiro Nakayama, Eiichirô Oda",The Fire Festival is soon to begin as the samurai of Wano wait for their allies who are nowhere to be seen leaving Kin'emon and the rest of the samurai feeling helpless.
960,"""The Greatest Samurai of Wano Country! Kozuki Oden Appears!""",The Number-One Samurai in the Land of Wano! Here Comes Kozuki Oden!,"Jan 31, 2021",Wano Country Arc Part 2,8.9,4600,Manga Canon,24m,Aya Komaki,"Eiichirô Oda, Shôji Yonemura","It is revealed that Orochi had the Beasts Pirates bombed the Thousand Sunny and destroyed some bridges to cut off routes to Tokage Port. At the port, the Nine Red Scabbards prepare to contin... Read all"
961,"""The Crying Apprentice! Oden and Kin'emon!""",Tearfully Swearing Allegiance! Oden and Kin'emon!,"Feb 7, 2021",Wano Country Arc Part 2,9,4100,Manga Canon,24m,Toshinori Fukuzawa,"Eiichirô Oda, Ryo Yamazaki","The Mountain God continues its rampage in the Flower Capital until Oden confronts and defeats it. After this incident, Oden was expelled from the capital. Due to their admiration for Oden, K... Read all"
962,Changing Destiny - The Whitebeard Pirates Cast Ashore!,Changing Destiny! The Whitebeard Pirates Cast Ashore!,"Feb 14, 2021",Wano Country Arc Part 2,9.2,4500,Manga Canon,24m,Yasunori Koyama,Atsuhiro Tomioka,Oden transforms the wild land of Kuri into a habitable region and is made Daimyo over it.
963,Oden's Determination! Whitebeard's Trials!,Oden's Determination! Whitebeard's Test!,"Feb 21, 2021",Wano Country Arc Part 2,9.3,5300,Manga Canon,24m,Satoshi Itô,Akiko Inoue,"Once their ship is repaired, the Whitebeard Pirates leave at night to avoid Oden's advances but he catches up anyway, attaching a chain to the ship and riding with Izo through the ocean. Mar... Read all"
964,Whitebeard's Little Brother! Oden's Great Adventure!,Whitebeard's Little Brother! Oden's Great Adventure!,"Feb 28, 2021",Wano Country Arc Part 2,9.2,4300,Manga Canon,24m,Yutaka Nakashima,Shinzô Fujita,"Toki tends to Oden after he rescued her from the kidnappers. On the next day, they are confronted by the kidnappers and their leader, Karma. Whitebeard intervenes and knocks out Karma. White... Read all"
965,Blades Crossed! Roger and Whitebeard!,Crossing Swords! Roger and Whitebeard!,"Mar 7, 2021",Wano Country Arc Part 2,9.5,9100,Manga Canon,24m,Ken'ichi Takeshita,Jin Tanaka,"Orochi plots to take the shogunate with Higurashi's assistance. As Oden continues his journey with the Whitebeard Pirates, he finally encounters the Roger Pirates. A clash between Whitebeard... Read all"
966,Roger's Wish! A New Journey!,Roger's Wish! A New Journey!,"Mar 21, 2021",Wano Country Arc Part 2,9.4,6000,Manga Canon,24m,Tasuku Shimaya,Tomohiro Nakayama,"After an intense and lasting battle between the most fomented pirate gangs in the world, Roger discovers Oden's skill, spent for years in the Kouzuki clan, and decides to make an unpredictab... Read all"
967,Devoting His Life! Roger's Adventure,Devoting His Life! Roger's Adventure!,"Mar 28, 2021",Wano Country Arc Part 2,9.4,5800,Manga Canon,24m,Masahiro Hosoda,Shôji Yonemura,Roger pirates sail around the Grandline and meet some old friends.
968,The Pirate King is Born: Arriving at the Last Island!,The King of the Pirates Is Born! Arriving at the Last Island!,"Apr 4, 2021",Wano Country Arc Part 2,9.6,24000,Manga Canon,24m,Katsumi Tokoro,Ryo Yamazaki,"Oden, forced by an ill Toki, leaves her and their children at Wano sailing again on the Oro Jackson. At Zou, Roger finds the last Road Poneglyph. Despite his worsening health, Roger and his ... Read all"
969,To Wano Country! The Roger Pirates Disband,To the Land of Wano! The Roger Pirates Disband!,"Apr 11, 2021",Wano Country Arc Part 2,9.4,5100,Manga Canon,24m,Takaaki Ishiyama,Atsuhiro Tomioka,"After reaching the last island and becoming the ""King of all Pirates"" Gol D. Roger disbands the Roger pirates. Oden returns to his home."
970,Sad News: The Opening of the Great Pirate Era,Sad News! The Opening of the Great Pirate Era!,"Apr 18, 2021",Wano Country Arc Part 2,9.1,3900,Manga Canon,24m,Yûsuke Suzuki,Akiko Inoue,"After seeing the state of Wano, a vengeful Oden sets out to the Flower Capital with his swords pointed at Orochi."
971,Raid! Oden and the Nine Red Scabbards,Raid! Oden and the Akazaya Nine!,"Apr 25, 2021",Wano Country Arc Part 2,9.1,3900,Manga Canon,24m,Yasunori Koyama,Shinzô Fujita,Orochi travels to Kuri revealing his evil plan as Oden finally decides to take down Kaido
972,The Moment of Conclusion! Oden vs. Kaido!,The End of the Battle! Oden vs. Kaido!,"May 2, 2021",Wano Country Arc Part 2,9.5,6200,Manga Canon,24m,Ryosuke Tanaka,Jin Tanaka,Oden and the nine Ninjas march toward Kaido's area for revenge. Suddenly something shows up in their way.
973,Sentenced to Boil! Oden's Deadly Hour!,Boiled to Death! Oden's One-hour Struggle!,"May 9, 2021",Wano Country Arc Part 2,9.3,4700,Manga Canon,24m,Satoshi Itô,Tomohiro Nakayama,"Having been defeated by Kaidou, Oden is captured and sentenced, along with his retainers, to be executed in the middle of the Flower Capital."
974,Oden Wouldn't Be Oden If It Wasn't Boiled!,Oden Wouldn’t Be Oden if It Wasn’t Boiled!,"May 15, 2021",Wano Country Arc Part 2,9.5,10000,Manga Canon,24m,Yutaka Nakashima,Shôji Yonemura,"Oden manages to survive the boiling execution, but Orochi then summons a shooting squad to kill Oden and his retainers anyway. Oden throws his retainers to safety and exchanges final words w... Read all"
975,The Castle on Fire! The Fate of the Kozuki Clan!,The Castle on Fire! The Fate of the Kozuki Clan!,"May 22, 2021",Wano Country Arc Part 2,9.3,4600,Manga Canon,24m,Katsumi Tokoro,Ryo Yamazaki,Kaido breaks into the burning Kozuki castle as Toki attempts to save her family.
976,Back to the Present Day! 20 Years Later!,Back to the Present Day! 20 Years Later!,"May 30, 2021",Wano Country Arc Part 2,9.2,4000,Manga Canon,24m,Tasuku Shimaya,Atsuhiro Tomioka,Hiyori and Kappa separate and she gets brought to Kysohiro who secretly pledges to protect her.
977,The Sea Is For Pirates! Raid! To Onigashima,The Sea Is for Pirates! Raid! To Onigashima!,"Jun 6, 2021",Wano Country Arc Part 2,9.4,5400,Manga Canon,24m,Masahiro Hosoda,Akiko Inoue,"With no allies coming to their aid, the Nine Red Scabbards row to Onigashima on their own."
978,The Worst Generation Charges in! The Battle of the Stormy Sea,The Worst Generation Charges In! The Battle of the Stormy Sea!,"Jun 13, 2021",Wano Country Arc Part 2,9.4,5500,Manga Canon,24m,Kôhei Kureta,Shinzô Fujita,"Luffy, Law, and Kid join the Akazaya samurai and begin to fight Kaido's army."
979,Good Luck!? Leader Kin'emon's Plot,Good Luck?! Leader Kin'emon's Plot!,"Jun 20, 2021",Wano Country Arc Part 2,8.9,3600,Manga Canon,24m,Toshihiro Maeya,NA,"Kyoshiro reveals himself as Denjiro (one of the akazaya Samurai) and explains the real meaning of the flyer. Meanwhile, Kanjuro kidnaps Momonuske and heads towards onigashima."
980,A Tearful Promise! The Kidnapped Momonosuke!,A Tearful Promise! The Kidnapped Momonosuke!,"Jun 27, 2021",Wano Country Arc Part 2,9.1,3400,Manga Canon,24m,Ken'ichi Takeshita,Tomohiro Nakayama,The Beast Pirates start attacking the samurai's ships from a distance. An old ally comes to Straw Hats' aid.
981,A New Member! Knight of the Sea Jinbe!,A New Member! 'First Son of the Sea’ Jimbei!,"Jul 4, 2021",Wano Country Arc Part 2,9.1,3700,Manga Canon,24m,Yûsuke Suzuki,Shôji Yonemura,Zoro and Sanji team up to fight the guard as Luffy and Jimbei attack Kaido's men.
982,Kaido's Trump Card - Introducing the Tobi Roppo,Kaido’s Trump Card! The Tobi Roppo Appear!,"Jul 11, 2021",Wano Country Arc Part 2,9.5,14000,Manga Canon,24m,Megumi Ishitani,Ryo Yamazaki,"The Straw Hat Pirates enter Onigashima's torii gate. Queen begins the Golden Kagura festivities, and the Tobi Roppo meet to hear their captain's request."
983,The Samurai Warriors' Earnestness! The Straw Hats Land at Onigashima,The Samurai Warriors’ Earnestness! The Straw Hats Land at Onigashima!,"Jul 18, 2021",Wano Country Arc Part 2,8.4,2500,Manga Canon,NA,Nanami Michibata,Atsuhiro Tomioka,"As the alliance and Kid Pirates reach Onigashima, Kin'emon uses his sorcery to everyone's clothes to blend in with the Beasts Pirates."
984,Luffy Goes Out of Control?! Sneaking into Kaido's Banquet,Luffy Goes Out of Control?! Sneaking Into Kaido’s Banquet!,"Jul 25, 2021",Wano Country Arc Part 2,7.5,2000,Manga Canon,NA,Yasunori Koyama,Shôji Yonemura,The Kid Pirates head for Kaido's castle as Luffy and Zoro go after to stop them from causing trouble.
985,Thinking of O-Tama - Luffy's Furious Strike,Thinking of Otama! Luffy's Furious Strike!,"Aug 1, 2021",Wano Country Arc Part 2,7.8,1800,Manga Canon,NA,Katsumi Tokoro,Shinzô Fujita,Luffy and Zoro witness Kaido's subordinates waste food at the banquet and make fun of the poor people in the Land of Wano which causes them to become infuriated and create turmoil.
986,Fighting Music! The Ability to Attack Luffy!,Fighting Music! An Ability That Harms Luffy!,"Aug 8, 2021",Wano Country Arc Part 2,7.6,1700,Manga Canon,NA,Shigeyasu Yamauchi,Jin Tanaka,"After making a scene at the Golden Festival, Luffy and Zoro try to get away, but Queen's subordinates chase after them."
987,The Failing Dream? The Plot to Lure Sanji!,His Dream Broken?! The Trap That Lures Sanji!,"Aug 15, 2021",Wano Country Arc Part 2,8.1,1900,Manga Canon,NA,Yutaka Nakashima,Tomohiro Nakayama,"Haccha joins in and the pursuit of Luffy. Meanwhile, Kin'emon changes his strategy and his group tries to infiltrate the castle from its side."
988,Arrival of Reinforcements! Captain of the Whitebeard Pirates!,Reinforcements Arrive! The Commander of the Whitebeard Pirates!,"Aug 22, 2021",Wano Country Arc Part 2,8.9,2900,Mixed Canon/Filler,NA,Tasuku Shimaya,Shôji Yonemura,"Luffy, Law, Kin'emon, and others are trying to infiltrate Kaido's castle. Big Mom's children are climbing up the waterfall again, but a foe stands in their way."
989,Oath of Man! Fierce Battle of the Brachiotank,The Pact Between Men! The Fierce Fighting of Brachio Tank!,"Aug 29, 2021",Wano Country Arc Part 2,8.2,2000,Mixed Canon/Filler,NA,Kôhei Kureta,Ryo Yamazaki,"Big Mom chases Brachio Tank driven by Chopper and Usopp. Meanwhile, Kanjuro takes Momonosuke to Kaido and Orochi and informs them about Oden's retainers."
990,Thunder Bagua! The Appearance of Kaido's Son,Thunder Bagua! Here Comes Kaido's Son!,"Sep 5, 2021",Wano Country Arc Part 2,8.9,2900,Manga Canon,NA,Tatsuya Nagamine,Atsuhiro Tomioka,"Luffy runs into Ulti and Page One, but someone wearing a demon mask appears and whisks him away."
991,Enemy or Ally? Luffy and Yamato!,Enemy or Ally? Luffy and Yamato!,"Sep 12, 2021",Wano Country Arc Part 2,7.9,1900,Mixed Canon/Filler,NA,Yûsuke Suzuki,Akiko Inoue,"Luffy questions Yamato's motive, however, the two get into a fight."
992,Desire to be Oden! Yamato's Dream!,Desire To Be Oden! Yamato’s Dream!,"Sep 19, 2021",Wano Country Arc Part 2,8.9,2900,Manga Canon,NA,Toshihiro Maeya,Shinzô Fujita,"Law's Polar Tang finally reaches Onigashima and see an unexpected face, meanwhile Yamato tells Luffy a story."
993,Explosive?! The Handcuffs that Shackle Yamato's Freedom!,Explosive?! The Handcuffs That Shackle Yamato’s Freedom!,"Sep 26, 2021",Wano Country Arc Part 2,7.8,1800,Manga Canon,NA,Masahiro Hosoda,Jin Tanaka,"At the back entrance of Onigashima, the Akazaya members try to get inside the gate, but they're blocked by their former colleague Kanjuro."
994,The Scabbards Face-off - Kikunojo vs. Kanjuro,The Akazaya Face-off! Kikunojo vs. Kanjuro!,"Oct 3, 2021",Wano Country Arc Part 2,9,3300,Manga Canon,24m,Yasunori Koyama,Tomohiro Nakayama,"At the back entrance of Onigashima, Kikunojo squares off against Kanjuro."
995,Raid! Inheriting Oden's Will,Raid! Inheriting Oden's Will,"Oct 10, 2021",Wano Country Arc Part 2,9.5,6200,Manga Canon,24m,Satoshi Itô,Shôji Yonemura,Allies that wish to free the Land of Wano from the grasp of Kaido get reunited to strike their enemies! Kaido finds himself facing the ghost of a man he both despised and respected. The firs... Read all
996,Onigashima in Tumult! Luffy's All-Out War Begins!,Onigashima in Tumult! Luffy’s All-out War Begins!,"Oct 23, 2021",Wano Country Arc Part 2,9.2,3400,Manga Canon,24m,Yutaka Nakashima,Ryo Yamazaki,The Akazaya members deliver a crushing blow to Kaido. Luffy and Yamato back them up but are spotted by Big Mom.
997,"The Battle Under the Moon! The Berserker, Sulong the Moon Lion!","The Battle Under the Moon! The Berserker, Sulong the Moon Lion!","Oct 30, 2021",Wano Country Arc Part 2,8.9,3100,Manga Canon,NA,Katsumi Tokoro,Akiko Inoue,"Thousands of samurai warriors rush the castle, attacking the Animal Kingdom Pirates. In his dragon form, Kaido goes outside to fight the Akazaya members under the moon."
998,Zeus' Treason?! The Cornered Nami!,Zeus' Treason?! The Cornered Nami!,"Nov 7, 2021",Wano Country Arc Part 2,8.9,3000,Manga Canon,NA,Ken'ichi Takeshita,Shinzô Fujita,Shinobu tries to rescue the weakened Momonosuke but is found by King and attacked. Nami takes back Zeus from Big Mom.
999,I'll Protect You! Yamato Meets Momonosuke!,I'll Protect You! Yamato Meets Momonosuke!,"Nov 14, 2021",Wano Country Arc Part 2,8.2,2100,Manga Canon,NA,Yûsuke Suzuki,Jin Tanaka,"Franky faces Big Mom with the help of Robin and Jimbei, but the Numbers come interrupting their battle. One of them holds Brachio Tank with Usopp and Chopper inside in his hand. Meanwhile, Y... Read all"
1000,Overwhelming Strength! The Straw Hats Come Together!,Overwhelming Strength! The Straw Hats Come Together!,"Nov 21, 2021",Wano Country Arc Part 2,9.3,6200,Manga Canon,24m,Kôhei Kureta,Shôji Yonemura,"Minks struggle with a poor hand against the Gifters, Dogstorm and Cat Viper stop Kin'emon from assisting Minks. Luffy and Zoro try to get to the rooftop to help Kin'emon and others."
1001,A Risky Invitation! A Plot to Eliminate Queen!,A Risky Invitation! A Plot to Eliminate Queen!,"Nov 28, 2021",Wano Country Arc Part 2,8.9,3500,Manga Canon,24m,Tasuku Shimaya,Tomohiro Nakayama,"Who's-Who invites Drake and Hawkins to a plot to kill Queen. Meanwhile, the Straw Hats are facing two large monsters that remind them of the Giant who they once struggled to take down. As Lu... Read all"
1002,A New Rivalry! Nami and Ulti!,A New Rivalry! Nami and Ulti!,"Dec 5, 2021",Wano Country Arc Part 2,7.7,2100,Manga Canon,NA,Toshihiro Maeya,Ryo Yamazaki,"Drake vows to fight alongside Luffy, but Zoro becomes skeptical and challenges him to a fight. Meanwhile, Usopp's practical joke pushes Nami into confronting Ulti, who is infuriated since he... Read all"
1003,"A Heroic Blade! Akazaya vs. Kaido, Again Once More!","A Heroic Blade! Akazaya vs. Kaido, Again Once More!","Dec 12, 2021",Wano Country Arc Part 2,8.2,2900,Manga Canon,24m,Nanami Michibata,Atsuhiro Tomioka,"The fight against Kaido starts, as the last standing enemy is him. Carrot has a chance of meeting with Perospero, the one she blames for Pedro's death. Marco faces Bigmom, as his deal with P... Read all"
1004,An Inherited Technique! Unleashing Oden's Secret Swordplay!,An Inherited Technique! Unleashing Oden's Secret Swordplay!,"Dec 18, 2021",Wano Country Arc Part 2,8.6,4200,Manga Canon,24m,Yasunori Koyama,Akiko Inoue,Luffy and Sanji continue to make their way up the castle to Kaido. Meanwhile Yamato continues her pursuit to Momonosuke. The battle between the Nine Akazaya Samurai and Kaido rages on.
1005,The Power of Ice Oni! A New Version of the Plague Rounds!,The Power of the Ice Oni! A New Version of the Plague Rounds!,"Jan 9, 2022",Wano Country Arc Part 2,6.5,5700,Manga Canon,24m,Shô Inuzuka,Shinzô Fujita,"Queen, blazes away at samurai on the Performance Floor with the special version of the Plague Rounds, which turns them into hideous ogres that corner Zoro and Drake."
1006,I Won't Forgive Him! Chopper's Determination!,I Won't Forgive Him! Chopper's Determination!,"Jan 16, 2022",Wano Country Arc Part 2,6.6,4700,Manga Canon,24m,Ryosuke Tanaka,Jin Tanaka,"King orders his subordinates to go after Momonosuke. Meanwhile, seeing people suffering from Queen's Plague Rounds, Chopper is determined to save everyone."
1007,Zoro's Pursuit! Ice Oni Tag!,Zoro's Pursuit! Ice Oni Tag!,"Jan 23, 2022",Wano Country Arc Part 2,6.4,3500,Manga Canon,24m,Katsumi Tokoro,Tomohiro Nakayama,"Yamato fights Sasaki and the Armored Division to protect Momonosuke. Meanwhile, Zoro tries to get rid of the Gifters who have turned into Ice Oni, but Queen starts a horrible game which invo... Read all"
1008,Nami Surrenders?! Ulti's Fierce Headbutt!,Nami Surrenders?! Ulti's Fierce Headbutt!,"Jan 30, 2022",Wano Country Arc Part 2,7.1,2900,Manga Canon,NA,NA,NA,"Ulti and Page One of the Tobi Roppo chase Nami and Usopp, after being infuriated by their attack as well as Luffy's declaration of becoming the King of the Pirates. Cornered, Nami gives in a... Read all"
1009,Sasaki's Onslaught! Armored Division vs. Yamato!,Sasaki's Onslaught! Armored Division vs. Yamato!,"Feb 6, 2022",Wano Country Arc Part 2,6.9,2600,Manga Canon,NA,NA,NA,"Carrot and Wanda step in to help Marco, who is cornered by Big Mom and Perospero. In the meantime, Yamato fights a fierce battle against the Animal Kingdom Pirates Armored Division led by Sa... Read all"
1010,Eliminate the Ice Oni! Chopper's Fire Trick!,Eliminate the Ice Oni! Chopper's Fire Trick!,"Feb 13, 2022",Wano Country Arc Part 2,7.9,2300,Manga Canon,NA,Kôhei Kureta,Akiko Inoue,"Zoro and Drake continue to chase Apoo to get the antibody against Ice Oni, while Chopper is trying to figure out how to fight the virus. In the castle, Luffy, Jimbei, and Sanji are climbing ... Read all"
1011,It's Not Okay! The Spider Lures Sanji!,It's Not Okay! The Spider Lures Sanji!,"Feb 20, 2022",Wano Country Arc Part 2,7.7,1900,Manga Canon,24m,Masahiro Hosoda,Shinzô Fujita,Sanji walks into a trap set up by Black Maria. Luffy and Jimbei attempt to reach the rooftop.
1012,A Turnaround Move! The Flames of Marco the Phoenix!,A Turnaround Move! The Flames of Marco the Phoenix!,"Feb 27, 2022",Wano Country Arc Part 2,7.6,1900,Manga Canon,NA,Toshihiro Maeya,Jin Tanaka,"While Kaido begins the New Onigashima Project, Marco appears in front of Chopper and the others, who are struggling with Ice Oni."
1013,Yamato's Past! The Man Who Came for an Emperor of the Sea!,Yamato's Past! The Man Who Came for an Emperor of the Sea!,"Mar 6, 2022",Wano Country Arc Part 2,8.8,3100,Manga Canon,NA,Ryôta Nakamura,Tomohiro Nakayama,Yamato tells Momonosuke and Shinobu that she once confronted a man who came to Onigashima looking to get Kaido's head. His name was Ace. The two of them engaged in a fierce battle that event... Read all
1014,Marco's Tears! The Bond of the Whitebeard Pirates!,Marco's Tears! The Bond of the Whitebeard Pirates!,"Apr 17, 2022",Wano Country Arc Part 2,8.3,2700,Manga Canon,NA,Katsumi Tokoro,Shôji Yonemura,The formidable Lead Performers of the Animal Kingdom Pirates stand in Zoro's way as he tries to get to the rooftop. Marco sees his late comrade in Zoro's determination and tries to pave the ... Read all
1015,Straw Hat Luffy! The Man Who Will Become the King of the Pirates!,Straw Hat Luffy! The Man Who Will Become the King of the Pirates!,"Apr 23, 2022",Wano Country Arc Part 2,9.7,54000,Manga Canon,24m,Megumi Ishitani,Ryo Yamazaki,"Yamato reveals her dream to Ace in a flashback. Meanwhile Luffy, Zoro, Law, Kidd and Killer confront Kaido and Big Mom on the rooftop."
1016,The Battle of the Monsters! The Three Stubborn Captains!,The Battle of the Monsters! The Three Stubborn Captains!,"May 8, 2022",Wano Country Arc Part 2,9.2,5100,Manga Canon,24m,Yasunori Koyama,Atsuhiro Tomioka,"Luffy's strong attack reminds Kaido of all the strong ones he's ever met. On the other hand, Luffy, Law, and Kid keep quarrelling amongst themselves. Meanwhile, Sanji is caught and interroga... Read all"
1017,Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!,A Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!,"May 15, 2022",Wano Country Arc Part 2,9.5,17000,Manga Canon,24m,"Kôhei Kureta, Nanami Michibata",Tomohiro Nakayama,"Luffy, Law, Kid, Zoro, and Killer keep landing hard blows against Kaido in tandem despite the arguing. However, when Big Mom steps in and unleashes powerful lightning strikes, the tide turns... Read all"
1018,Kaido Laughs! The Emperors of the Sea vs. the New Generation!,Kaido Laughs! The Emperors of the Sea vs. New Generation!,"May 22, 2022",Wano Country Arc Part 2,9,3600,Manga Canon,NA,Ken'ichi Takeshita,Shinzô Fujita,"Luffy pummels Kaido with his Kong Gatling but uses up all of his strength. Big Mom tries to fight back, but Law gets in her way as Kid and Killer try to finish off Kaido."
1019,Otama's Secret Plan! Operation Kibi Dango!,Otama's Secret Plan! Operation Kibi Dango!,"May 29, 2022",Wano Country Arc Part 2,7.7,1500,Manga Canon,NA,Ryosuke Tanaka,Jin Tanaka,Tama arrives in Onigashima and it's time to execute her powerful plan - Operation Kibi Dango.
1020,Sanji's Scream! An SOS Echoes Over the Island!,Sanji's Scream! An SOS Echoes Over the Island!,"Jun 5, 2022",Wano Country Arc Part 2,7.6,1600,Manga Canon,NA,Tasuku Shimaya,Tomohiro Nakayama,Sanji is been held captive and tortured by Black Maria to bring Nico Robin out in the open.
1021,Spank Strikes! Sanji's Woman-trouble!,Spank Strikes! Sanji's Woman-trouble!,"Jun 12, 2022",Wano Country Arc Part 2,7.7,1500,Manga Canon,NA,Masahiro Hosoda,Atsuhiro Tomioka,"Robin bursts in to rescue Sanji along with Brook and faces Black Maria, who is trying to keep Sanji as her pet."
1022,"No Regrets! Luffy and Boss, a Master-Disciple Bond!","No Regrets! Luffy and Boss, a Master-Disciple Bond!","Jun 19, 2022",Wano Country Arc Part 2,7.7,1300,Manga Canon,NA,Yûsuke Suzuki,Ryo Yamazaki,"Chopper works hard to make the cure for Ice Oni, even though he is turning into one himself. Meanwhile, the infected Boss Hyogoro the Flower regains his youth and fights fiercely to protect ... Read all"
1023,All Set! Chopperphage Nebulizer!,All Set! Chopperhage Nebulizer!,"Jul 3, 2022",Wano Country Arc Part 2,7.5,1200,Manga Canon,NA,Toshihiro Maeya,Atsuhiro Tomioka,"Seeing everyone turning into Ice Oni, there is nothing that the samurai warriors can do but grieve. However, it wasn't just them devastated by Queen's raging virus. When their desperation an... Read all"
1024,Oden Appears! The Confused Hearts of the Akazaya Members,Oden Appears! The Confused Hearts of the Akazaya Members!,"Jul 10, 2022",Wano Country Arc Part 2,7.7,1300,Manga Canon,NA,NA,NA,"That unparalleled laugh. The Akazaya regain hope upon witnessing Oden's return. They failed in their attempt to take down Kaido, but after twenty years, they team up with Oden again to finis... Read all"
1025,The Worst Generation Gets Wiped Out?! The Emperors' Deadly Attack!,The Worst Generation Gets Wiped Out?! The Emperors' Deadly Attack!,"Jul 17, 2022",Wano Country Arc Part 2,9,3000,Manga Canon,NA,Katsumi Tokoro,Shinzô Fujita,"The Akazaya members run to save Momonosuke, but encounter a familiar enemy. Meanwhile, Kaido and Big Mom unleash a combination attack on the Supernovas."
1026,The Supernovas Strike Back! The Mission to Tear Apart the Emperors!,The Supernovas Strike Back! The Mission to Tear Apart the Four Emperors!,"Jul 24, 2022",Wano Country Arc Part 2,9.5,4500,Manga Canon,NA,Ryôta Nakamura,Jin Tanaka,The battle gets more intense as Kaido and Big Mom battle the Worst Generation to their peak.
1027,Defend Luffy! Zoro and Law's Sword Technique!,Defend Luffy! Zoro and Law's Sword Technique!,"Jul 31, 2022",Wano Country Arc Part 2,9.5,5000,Manga Canon,NA,Tatsuya Nagamine,Tomohiro Nakayama,"As the rooftop battle rages on, and with Luffy out of commission, Zoro launches an all-out attack at the risk of his life."
1028,Surpass the Emperor of the Sea! Luffy Strikes Back with an Iron Fist!,Surpass the Emperor of the Sea! Luffy Strikes Back with an Iron Fist!,"Aug 7, 2022",Wano Country Arc Part 2,9.5,6100,Manga Canon,24m,Yasunori Koyama,Shôji Yonemura,Big Mom creates a replacement for Zeus and unleashes a tremendous attack on Kidd and Killer. Luffy vows to defeat Kaido after dealing a vicious blow to the Emperor.
